#,utterance_id,translation,asl_gloss,negative,wh_question,yes_no_question,topic_focus,conditional_when,role_shift,head_pos_tilt_fr_bk,head_pos_turn,head_pose_tilt_side,head_pose_jut,head_mvmt_nod,head_mvmt_nod_cycles,head_mvmt_shake,head_mvmt_side_to_side,head_mvmt_jut,body_lean,shoulders,face_eye_brows,face_eye_gaze,face_eye_aperture,face_nose,face_mouth,face_cheeks
1379811,7568146,"Yesterday, it rained all day.",(Y)YESTERDAY;RAIN+;ALL-DAY,,,,sentence-initial adverb,,,slightly back,,slightly right;left,,rapid,,,,forward;forward,,,raised,left;left;up/right,blink;blink;slightly wide;blink,,,
1379811,7567638,His/Her father left.,"POSS-3p:i;FATHER;GO-OUT;5""perplexed""",,,,topic,,,slightly back,right,slightly right,,,,slight rapid head shake,,,,,raised;lowered,other;left,squint;slightly squinted,,lips spread & crnrs down,
1379811,7567639,I already told them that I'm going out tomorrow.,IX-1p;1p-TELL:i;IX-1p;FINISH;IX-1p;GO-OUT;TOMORROW,,,,,,,back,right,left,,rapid,,,,,,,lowered,,squint;blink,,,
1379811,7567131,We should leave together.,IX-1p-pl-2:i;MUST;DEPART:j;TOGETHER/GO-STEADY:j,,,,topic,,,back,right,right,,single,,,,,,,raised;lowered,other,blink;further squinted;blink;slightly squinted,,open & tense;lips pursed: mm,
1379811,7566624,I know he/she leaves tomorrow.,IX-1p;KNOW+;IX-3p:i;DEPART:j;TOMORROW+,,,,focus,,,slightly back,,slightly left,,,,,,,,,raised,left;other,slightly wide;blink;slightly lowered,,lips spread & crnrs down;lips spread & crnrs down,
1379811,7566625,What did he/she decide?,IX-3p:i;FINISH;DECIDE;DO-DO+,,whq,,topic,,,slightly back,slightly left,,forward,,,slight rapid head shake,,,,,raised;further lowered,left,slightly wide;squint;blink,,,
1379811,756517,Mary had a baby girl.,ns-fs-MARY;FINISH;BORN;BABY;GIRL+;FINISH,,,,topic,,,back,right;slightly right,slightly right,,single,,,,,,,raised,,blink;slightly squinted,,,
1379811,7566118,I don't want to read; I want to leave.,IX-1p;NOT;WANT_2;READ+;IX-1p;WANT;DEPART,negation,,,,,,back,slightly left,right,slightly back,,,slow,,,,,slightly lowered,left,squint;blink;slightly squinted,,lips spread,
1379811,7565614,Maybe Mary will give birth to a big baby.,IX-3p:i;ns-fs-MARY;MAYBE;BORN;FUTURE;WIDE;BABY;MAYBE,,,,topic,,,slightly back;slightly front,slightly right;right,slightly right;left,,rapid,,,,,,,raised;raised,left,blink;slightly wide;slightly squinted;blink,,lips pursed: mm,
1379811,756528,Mary and John will leave tomorrow.,IX-3p-pl-2:i/j;ns-fs-MARY;ns-fs-JOHN;FUTURE;DEPART;TOMORROW,,,,topic,,,slightly back;back,,slightly left,slightly back,,,,,,,,raised;further raised,left,slightly lowered;blink,,,
1379811,756529,I told him/her tomorrow it would rain.,IX-1p;TELL:i;TOMORROW+;FUTURE;RAIN++,,,,focus;sentence-initial adverb,,,slightly front,right;slightly left,,,slow,,,,,,,raised;raised-furrowed;slightly lowered,other;left,squint;slightly wide;squint;slightly squinted,,,
1379811,7569465,"Wow, that man recently bought something big, but I can't tell you what it is.","IX-3p:i;(5)MAN;RECENT-PAST;(1h)PAY/BUY;SOMETHING/ONE;BIG;(Y)WOW;IX-1p;5""wave no"";CANNOT;1p-TELL-2p;DO-DO+",negation,,,topic;focus,,,back;front,,left,slightly back,,,rapid,,,,,further raised;further lowered;raised;slightly raised,,wider;squint;blink;slightly squinted;blink;slightly lowered;blink,further tensed,lips spread,
1379811,7569466,Pete loves driving; he has many different cars.,IX-3p:i;ns-fs-PETE;LOVE;DRIVE+;(1h)HAVE;DIFFERENT++-arc;CAR+,,,,topic,,,slightly back,,slightly left;left,,,,,,,,,raised,,lowered lid;closed;further lowered;further squinted;blink,,open & tense,
1379811,7568957,I want to go out now.,IX-1p;(1h)WANT_2;GO-OUT;NOW,,,,,,,back,,further left,,,,,,,,,slightly lowered,,blink;blink;slightly wide,,blow,
1379811,7568958,I used to lie but now I tell the truth.,LONG-AGO+;IX-1p;LIE+;NOW;IX-1p;(1h)FINISH;IX-1p;TELL;HONEST,,,,sentence-initial adverb,,,back;front,,right,back;slightly forward,,,,,,,,raised;lowered,,wide;slightly squinted;lowered lid;blink;blink,,lips spread & crnrs up;lips spread,
1379811,7568450,What did John buy today? He bought a big poster.,NOW;ns-fs-JOHN;PAY/BUY;DO-DO;BIG;POSTER,,,,sentence-initial adverb,,,back,left;slightly right,,forward,,,,,,,,raised;further lowered,,wide;squint;blink;lowered lid;blink,,,
1379811,7568451,Did you know? the president arrived yesterday,IX-2p;KNOW+;PRESIDENT;ARRIVE;(Y)YESTERDAY,,,,focus,,,slightly front;back,slightly left;slightly right,,slightly forward,rapid,,,,,,,raised,,wider;slightly squinted;blink,wrinkle,,
1379811,7567943,"I wasn't born here, I was born in a different country.",IX-1p;NOT;BORN;HERE;IX-1p;BORN;IX-loc:i;DIFFERENT;(Y)COUNTRY,negation,,,,,,back,,,,,,slight rapid head shake,,,,,slightly lowered;lowered,,slightly squinted;further lowered;squint;blink,,lips spread & crnrs down;lips pursed: mm;lips pursed: mm,
1379811,7567435,Where was the man born? He was born in Chicago.,IX-3p:i;(5)MAN;BORN;WHERE;ns-CHICAGO,,,,,,,slightly front;further back,,slightly right;slightly left,forward,,,slight rapid head shake,,,,,further lowered,left,slightly squinted;blink;further lowered,,lips pursed: oo-tight,
1379811,7567436,Mary and that man leave tomorrow.,ns-fs-MARY;IX-loc:i;THAT;(5)MAN;IX-3p:j;DEPART:k;TOMORROW,,,,topic,,,,slightly right;right,,slightly back,single;slight single head nod,,,,,,,further raised;further lowered,other,further squinted;blink,,,
1379811,7566928,What did Mary's name used to be?,LONG-AGO+;POSS-3p:i;ns-fs-MARY;NAME;DO-DO+,,whq,,sentence-initial adverb,,,back,right,,back;forward,,,slight rapid head shake,,,,,raised;lowered,,slightly wide;squint;further lowered,,,
1379811,7566422,He/She knows many different men.,IX-3p:i;KNOW;MANY;DIFFERENT-arc;(5)MAN,,,,topic,,,slightly back,,slightly right,,rapid,,,,,,,raised,left,slightly wide;blink;lowered lid;slightly squinted;blink,,lips spread & crnrs down,
1379811,7565915,Maybe tomorrow it will stop raining.,MAYBE;TOMORROW;RAIN;FINISH;STOP,,,,sentence-initial adverb,,,slightly front;slightly back;further back,slightly left,right;further left,back,slight single head nod,,,,,,,raised,,further lowered;slightly lowered;blink,,bite lower lip,
1379811,7565411,I've been here all day; I want to leave.,IX-1p;HERE;ALL-DAY;IX-1p;WANT_3;GO-OUT,,,,topic;focus,,,slightly front;slightly back,slightly left,slightly right;further left,,,,,,,,,slightly raised;slightly raised,,squint;blink;slightly lowered;closed;blink,,,
1379811,7569770,Sue and Ben decided to move here to Boston. They arrived last year.,ns-fs-SUE;ns-fs-BEN;DECIDE;MOVE;ns-BOSTON;ARRIVE;(1h)LAST-YEAR+,,,,topic,,,back;back,,,back,,,,,,,,further raised,left,slightly lowered;blink;further lowered;blink;further lowered;blink;slightly squinted;blink,,,
1379811,7569262,Everyone knows that John left to drive to Maine.,EVERY+ONE;EVERY+ONE;KNOW+;ns-fs-JOHN;DEPART;GO-OUT;ns-fs-MAINE;DRIVE:i,,,,,,,back,,slightly right,,rapid,,,,,,,further lowered;slightly raised;slightly lowered,,slightly squinted;slightly squinted;blink;blink,,lips spread & crnrs down;brr;lips pursed: mm;bite lower lip,
1379811,7568754,"After the president leaves, I will talk with the reporters.",IX-3p:i;PRESIDENT;(1h)FINISH;DEPART;DO-DO;IX-1p;FUTURE;TALK;WITH;IX-3p:j;ANSWER+AGENT;ANSWER+AGENT,,,,topic,,,front;back,slightly right,,slightly forward;forward,slow,,single,,,,,further raised;further lowered,left;left,wide;slightly squinted;blink;lowered lid,,lips pursed: oo-tight,
1379811,7568755,"When the president leaves, I will talk with the reporter.",WHEN;IX-3p:i;PRESIDENT;DEPART;IX-1p;TALK;WITH;IX-3p:j;ANSWER+AGENT;ANSWER+AGENT,,,,,,,slightly back;front;back,slightly right,,forward,slow,,,,,,,further raised;slightly lowered,left,wide;lowered lid;blink,,,
1379811,7568247,It's raining. Would you prefer driving?,RAIN;IX-2p;FAVORITE/PREFER;DRIVE,,,,,,,back;further front,right,,further forward,slight single head nod;single;slight rapid head nod,,,,,,,raised;raised-furrowed;further raised;raised,left,further squinted;wide,,bite lower lip,
1379811,7568248,Many children are born everyday.,EVERYDAY;MANY;CHILDREN;BORN++++,,,,sentence-initial adverb,,,,slightly left,slightly left,forward,slight single head nod,,,,,,,raised,left,further squinted;blink;further lowered;blink,,,
1379811,7567740,My father used to be tall but now he's short.,POSS-1p;FATHER;LONG-AGO+;ADULT-TALL;NOW;SHORT-HEIGHT+,,,,topic;sentence-initial adverb,,,back;slightly front,,right;further left,,,,,,,,,raised;slightly raised,left,slightly lowered;blink;lowered lid;blink;lowered lid,,smile mouth open,
1379811,7567232,Maybe the two of us can leave tomorrow.,"MAYBE;IX-1p-pl-2:i;SCL:V/2""two of them go together"";TOMORROW+;part:indef",,,,sentence-initial adverb;topic,,,slightly back;back;front,,right;slightly left;left,slightly back,slight single head nod;slight single head nod,,,,,,,raised;slightly raised,other,slightly wide;slightly lowered;blink;wide,,,
1379811,7567233,What did he/she decide to tell John?,IX-3p:i;DECIDE;TELL:j;ns-fs-JOHN;DO-DO+,,whq,,topic,,,front,further left,slightly right;slightly right,,,,slight rapid head shake,,,right,,raised;lowered,other;left,slightly wide;slightly squinted;blink;slightly squinted,,,
1379811,7566726,Maybe his/her car is here.,MAYBE;POSS-3p:i;CAR;HERE,,,,sentence-initial adverb;focus,,,,,slightly right,,slight single head nod,,,,,left,,raised,other,slightly wide;slightly squinted;further lowered,,,
1379811,7566219,I already announced that it will rain tomorrow.,IX-1p;FINISH;ANNOUNCE;TOMORROW;FUTURE;RAIN+,,,,focus;sentence-initial adverb,,,back,,slightly left;left,forward;forward,single;slow,,,,,,,raised-furrowed,left;down/right;left,slightly squinted;blink;squint;blink,,,
1379811,7569567,"I used to read the New York Times, but now I read the Boston Globe and wow it's different.",IX-1p;LONG-AGO+;(1h)TEND;READ_2;ns-NEW-YORK_2;TIME+;NOW;IX-1p;(1h)FORGET-IT;IX-1p;READ+;ns-BOSTON;fs-GLOBE;DIFFERENT;(1h)WOW/AWFUL,negation,,,focus,,,back;back,,slightly right;left,forward,rapid,,slight slow head shake,,,,,lowered;further raised;raised,,blink;lowered lid;blink;lowered lid;blink;further squinted;blink;lowered lid;blink;blink,,lips pursed: mm;tongue out;lips pursed: mm,
1379811,7569059,"Wow, it's raining now, whatever, I'm going out still.",(1h)WOW/AWFUL;NOW;RAIN;FORGET-IT;IX-1p;GO-OUT,,,,topic,,,slightly front;back,,slightly left;right;left,forward;slightly back,,,,,,,,raised,,further squinted;blink;blink,,lips spread,
1379811,7568552,The president and his wife arrived together.,"PRESIDENT;WIFE;ARRIVE;WITH;SCL:V/2""two people coming""",,,,topic,,,back;slightly back,,right,slightly back,,,,,,,,further raised;raised,,slightly wide;blink;slightly lowered;blink,,,
1379811,7568044,The man decided to read a book tomorrow.,IX-3p:i;(5)MAN;FINISH;DECIDE;READ;BOOK;TOMORROW,,,,topic,,,,,right;slightly right,,slight rapid head nod,,,,,,,further raised,left,wide;blink;lowered lid;blink;slightly lowered,,,
1379811,7568045,Maybe John and Mary will decide to work together now.,MAYBE;IX-3p-pl-2:i/j;ns-fs-JOHN;ns-fs-MARY;DECIDE;WORK;WITH;NOW;part:indef,,,,sentence-initial adverb;topic;focus,,,back,slightly left,further left;left,,slight single head nod,,,,,,,raised;raised,,blink;slightly wide;blink;further lowered;blink;wide,,,
1379811,7567537,My car is fancy and blue.,"POSS-1p+;CAR;(2h)alt.FANCY;BLUE;SCL:3""big car""",,,,topic,,,,,further left;slightly left,,,,,,,,right/raised,further raised,left,blink;lowered lid;further lowered;blink;further lowered,,open;lips pursed: mm,
1379811,7567029,What did the man tell him/her?,IX-3p:i;(5)MAN;(1h)FINISH;TELL:j;DO-DO+;BUOY,,whq,,topic,,,back,,,slightly back,single,,slight rapid head shake,,,left,,raised;further lowered,left,blink;squint;blink,,,
1379811,7567030,Mary knows many different languages.,IX-3p:i;ns-fs-MARY;KNOW;MANY;DIFFERENT-arc;LANGUAGE,,,,topic,,,back,,slightly right,,slight rapid head nod,,,,,,,raised;slightly lowered,,slightly wide;blink;slightly squinted,,,
1379811,7566523,All the men left together.,#ALL;(5)MAN;GROUP/TOGETHER;DEPART;TOGETHER/GO-STEADY,,,,topic,,,back,,right;slightly left,,slight single head nod,,,,,,,raised,left,slightly lowered;blink,,lips spread & crnrs down,
1379811,7566016,"If it stops raining tomorrow, I will leave.",IF;TOMORROW;RAIN;STOP;IX-1p;DEPART,,,,,,,slightly front;back,slightly right,left;right,,slight single head nod;single,,,,,,,further raised,other,wide;slightly wide;wide;blink,,,
1379811,7566017,I know that he/she finished reading the book.,IX-1p;KNOW+;IX-3p:i;FINISH;READ;BOOK,,,,focus,,,,slightly right,slightly right;right,,slight rapid head nod,,,,,left,,raised,other,lowered lid;blink;lowered lid,,,
1379811,7565512,"Wow, his/her friend is a tall man.",WOW;POSS-3p:i;FRIEND;REALLY;ADULT-TALL;MAN_2,,,,topic,,,slightly front;slightly back,slightly right;left,left;further left,slightly forward,,,,,,,,slightly lowered;raised;lowered,other,squint;slightly squinted;further squinted;blink;squint,,lips spread & crnrs down;lips spread & crnrs down,
1379811,7565513,I know he/she reads a lot of books.,IX-1p;KNOW+;IX-3p:i;READ;MANY;BOOK,,,,,,,slightly back,left;right,slightly right;right,,rapid,,,,,left,,slightly lowered;slightly raised,other;left,slightly squinted;blink;lowered lid,,,
1379811,7569871,I don't want to go out; it's raining now.,IX-1p;NOT;WANT;GO-OUT;RAIN+;NOW;part:indef;(1h)part:indef,negation,,,,,,,,left,,,,slow,,,,shrug,,,further squinted;blink,,lips spread;lips pursed: mm;blow;lips spread & crnrs up,
1379811,7569872,Who was born in September? My brother and my father.,BORN;#SEPT;WHO;POSS-1p;BROTHER;AND;FATHER;IX-3p-pl-2:i/j,,,,,,,front;slightly back,slightly right,,forward,,,,,,,,lowered;slightly raised,,slightly squinted;blink;further lowered;blink,,lips pursed: oo-tight,
1379811,7569363,"Wow, that man knows George Clooney.",(1h)WOW/AWFUL;IX-3p:i;(5)MAN;IX-loc:i;KNOW+;ns-fs-GEORGE-CLOONEY,,,,topic,,,,right,slightly right,forward;forward,,,,,,,,raised,other,squint;wide;slightly wide;blink,,,
1379811,7569364,Now there is a big expensive house. It's really beautiful.,"NOW;(1h)HAVE;BIG;SCL:5-C""big house"";HOUSE;REALLY;BEAUTIFUL",,,,,,,,slightly right,further left;left,,slight rapid head nod,,,,,,,slightly lowered,,squint;blink;squint;blink,,bite lower lip;lips spread;lips spread & crnrs down,
1379811,7568856,"Wow, someone told me that the president might get fired.","(1h)WOW/AWFUL;SOMETHING/ONE;TELL-1p;PRESIDENT;(1h)MAYBE;FIRED;5-C-L""I don't know""",,,,topic,,,slightly front;slightly back,,,further forward,,,,,,,,slightly raised;further raised;slightly lowered,,wider;wide,wrinkle left,lips pursed: mm;lips spread & crnrs up,
1379811,7568349,"I know, he/she already told me.",IX-1p;KNOW;IX-3p:i;FINISH;i:TELL-1p;PAST+;FINISH;(1h)FINISH,,,,,,,back,slightly right,left,slightly forward,,,,,,,,further lowered;lowered,down/right,lowered lid;further lowered;blink,,lips spread & crnrs down;sh,
1379811,7567841,My car is different now. It's small not big.,POSS-1p;CAR;DIFFERENT;NOW;NOT;BIG;(1h)NOW;SMALL,negation,,,topic,,,back,,slightly left,,slight single head nod;slight rapid head nod,,slow,,,,,raised;lowered;slightly lowered,left,slightly wide;squint,,,
1379811,7567842,The man decided he didn't want a big car; he prefers a small car.,IX-3p:i;(5)MAN;DECIDE;WANT+NEG;WANT+NEG;BIG;CAR;FAVORITE/PREFER;SMALL;CAR,negation,,,topic,,,back;back,right,,,slight single head nod;single,,slow,,,,,raised;further raised;slightly lowered,left,wide;further lowered;blink;slightly lowered,,,
1379811,7567334,Mary used to live in Boston.,ns-fs-MARY;LONG-AGO+;(L)LIVE;ns-BOSTON,,,,topic,,,back,,slightly right,,slight rapid head nod,,,,,,,further raised,,slightly wide;slightly lowered,,lips pursed: mm;lips spread & crnrs down,
1379811,7566827,He/She used to own a big boat.,IX-3p:i;LONG-AGO+;ACCEPT;BIG_2;BOAT_2,,,,topic,,,back,,slightly right;right,,rapid;slow,,,,,,,raised;slightly lowered,down/right;left,slightly lowered;slightly squinted;squint;blink,,,
1379811,7566320,"Wow, he/she left fast.",(2h)WOW;IX-3p:i;DEPART;FAST,,,,,,,,right;left,left;slightly left,further back,,,slight single head shake,,,,,lowered,other;into space,slightly squinted;squint;further lowered;slightly squinted,,lips spread,
1379811,7566321,Mary has many different friends.,ns-fs-MARY;IX-3p:i;(1h)HAVE;MANY;DIFFERENT++-arc;FRIEND,,,,topic,,,slightly back;slightly front,,left;slightly right,,,,,,,,,raised;slightly lowered,,slightly wide;blink;squint;blink,,bite lower lip;open & tense,
1379811,7565310,"Last year, we read a lot of books.",(1h)LAST-YEAR;IX-1p-pl-2:i;READ+;MANY;BOOK+,,,,sentence-initial adverb;topic,,,slightly back;slightly front;slightly back,slightly right,left,slightly back,,,,,,,,raised;raised;slightly lowered,down/right,slightly squinted;blink;lowered lid;blink,,,
1379813,33733632,"If it snows tomorrow, then it's a guarantee that school will be closed.",#IF;TOMORROW;SNOW;GUARANTEE;SCHOOL;FUTURE;CLOSE-DOOR,,,,,,,,right;left,left;slightly left,forward,,,,,,,,raised,,wide;blink;further squinted;blink;lowered lid;blink;slightly lowered,,,
1379813,33734914,"If all the students arrive on time, there won't be a test.",#ALL_2;LEARN+AGENT;LEARN+AGENT;ARRIVE;ON;TIME;NONE;TEST,negation,,,,,,front;slightly back;slightly front,slightly left,,,,,single,,,,,raised;slightly raised,left;down/right,slightly squinted;slightly wide;blink;slightly squinted,,smile mouth open,
1379813,33733139,I hope there's pineapple cream cheese.,IX-1p;HOPE+;HAVE;PINEAPPLE;fs-CREAM;CHEESE,,,,focus,,,front,left,slightly right,forward,,,,,,,,raised,,blink;wide;blink;slightly lowered,,,
1379813,33733140,"I'm serious, the car is broken. I tried the key but it isn't working.","(1h)5""wave no"";SERIOUS;CAR;BREAK-DOWN;IX-1p;(1h)KEY++;CORRECT;part:indef",negation,,,,,,,,slightly left;further left;left,slightly forward;forward;forward,slow,,rapid;slow,,,,,raised-furrowed,down,blink;squint;blink;squint;blink;slightly squinted,,open & tense;lips pursed: mm;sh;open & tense,
1379813,33734421,"No, I did use the right key. The car is broken.","(1h)5""wave no"";IX-1p;USE_2;CORRECT;(1h)KEY++;IX-loc:i;CAR;BREAK-DOWN",negation,,,focus,,,,right,left;left,forward;forward,rapid,,rapid,,,,,slightly raised;slightly raised,other;left,squint;closed;further lowered;squint;blink,,lips spread & crnrs down;open & round;lips pursed: mm,tensed
1379813,33733927,"If it's snowing outside a lot, will school be cancelled?",GO-OUT+;SNOW+;SCHOOL;FUTURE;CANCEL/CRITICIZE;QMwg,,,,,,,back;slightly front;front,slightly left;slightly left,slightly right;right,forward;forward,,,,,,,,raised;further raised,into space;into space,wide;slightly lowered;wider;blink,tensed,,
1379813,33733928,When it snows out a lot school closes right?,GO-OUT;SNOW;SCHOOL;QMwg;CLOSE-DOOR;part:indef,,,,,,,back;slightly front;front,,,forward;back,single;slight rapid head nod,,,,,,,further raised;raised,left,wide;further lowered;wide;squint,,,
1379813,33735210,"No, not pineapple cream cheese. Lox is better for me, that's it.","5""wave no"";PINEAPPLE;fs-CREAM;CHEESE;5""wave no"";BETTER;fs-LOX;IX-1p;5""hands off""",negation,,,,,,back,,,back,,,slow,,,,,raised-furrowed,,blink;squint;blink;squint;blink;slightly squinted,,lips spread & crnrs up,
1379813,33733435,The teacher didn't make the reading required. It's uncertain whether or not John will read the book now.,"TEACH+AGENT;TEACH+AGENT;NOT;REQUIRE;BOOK;READ;DROP;IX-3p:i;ns-fs-JOHN;FUTURE;READ;BOOK;(2h)B-L:""I don't know""",negation,,,topic,,,front,right;left,right;left;left;slightly right,,slight rapid head nod,,slow,,,,,raised;raised,,slightly wide;slightly lowered;blink;lowered lid;blink;slightly wide;squint,,lips pursed: mm;lips spread,
1379813,33734717,"If my mom says I can go to the concert, I'll be thrilled.",MOTHER;#OK-1p;IX-1p;GO-OUT;GUITAR;IX-1p;THRILL/WHAT'S-UP,,,,,,,front;slightly back,slightly right;slightly right,left;further left,,,,,,,,,raised;slightly lowered,left,blink;wide;blink;slightly lowered;closed;further squinted;slightly squinted,,lips pursed: oo-tight,
1379813,33732942,I already know that there's pineapple cream cheese.,IX-1p;FINISH;KNOW+;HAVE;PINEAPPLE;fs-CREAM;CHEESE+,,,,,,,back,left,right,,rapid,,,,,,,lowered;slightly lowered,,blink;further squinted;blink;squint;blink;slightly squinted,,,
1379813,33734224,"No, I don't have a car.","5""wave no"";IX-1p;NONE/NOTHING;CAR",negation,,,,,,,,,,,,slow,,,,,slightly lowered,,squint;further lowered,wrinkle left,lips spread & crnrs down;sh,
1379813,33733730,If there's no snow outside then normally school isn't cancelled.,GO-OUT;NOT;SNOW;SCHOOL;NORMAL;NOT;CANCEL/CRITICIZE,negation;negation,,,,,,,,right;slightly left,forward,,,slow;rapid,,,,,raised;lowered;slightly lowered,,slightly wide;further lowered;slightly wide;blink;further squinted;blink;squint,,,
1379813,33733731,If it stops snowing outside then school will reopen tomorrow.,GO-OUT;SNOW+;STOP;SCHOOL;FUTURE;fs-RE+OPEN;fs-RE+OPEN;TOMORROW,,,,,,,slightly front;back,,right,forward,,,,,,,,raised,left,slightly wide;wider;blink;lowered lid,,,
1379813,33735013,I won't be thrilled if there's pineapple cream cheese.,IX-1p;NOT;THRILL/WHAT'S-UP;#IF;HAVE;PINEAPPLE;fs-CREAM;CHEESE;part:indef,negation,,,,,,,,slightly left,,,,slight rapid head shake,,,,,,,further squinted;blink;squint;blink;squint;blink;slightly squinted,,open & tongue visible;left tense,
1379813,33733238,"No, I don't like pineapple cream cheese. I prefer lox.",#NO;IX-1p;NOT;LIKE;PINEAPPLE;fs-CREAM;CHEESE;IX-1p;FAVORITE/PREFER+;fs-LOX,negation,,,,,,,,slightly left;slightly left,,,,rapid,,,,,lowered;slightly lowered,,further squinted;blink;squint;further lowered;slightly squinted;further lowered;slightly squinted,wrinkle,lips pursed: mm;lips pursed: mm,
1379813,33734519,I will be thrilled if I see my friend tomorrow.,IX-1p;SEE;FRIEND;TOMORROW;IX-1p;THRILL/WHAT'S-UP,,,,,,,back;back,left;slightly right,slightly left,forward,,,,,,,,further raised,left,slightly wide;slightly squinted;slightly wide;blink;further lowered;blink,,,
1379813,33734520,"I'm letting you know that the car is broken down, I used the the right key.",(1h)INFORM-2p;IX-3p:i;CAR;BREAK-DOWN;IX-1p;USE_2;CORRECT;(1h)KEY,,,,,,,,slightly right;right,left,forward,rapid,,,,,,,further lowered;raised-furrowed,,further squinted;blink;slightly squinted,,lips spread & crnrs up;lips pursed: oo-tight,
1379813,33734026,"If it's snowing out, then school is cancelled.",GO-OUT+;SNOW;SCHOOL;CANCEL/CRITICIZE,,,,,,,back;back,slightly left;slightly right,slightly right;left,slightly forward,,,,,,,,raised,left,wide;wider;blink;lowered lid,,,
1379813,33733533,Who went out when it was raining?,IX-loc:i;RAIN;HAPPEN;WHO;GO-OUT;part:indef;(1h)part:indef,,whq,,,,,,,,slightly forward;forward,slow,,slight rapid head shake,,,,,raised;lowered,,wide;slightly squinted,,,
1379813,33733534,The teacher made the reading required for John so he had to read the book.,TEACH+AGENT;TEACH+AGENT;IX-3p:i;REQUIRE;IX-3p:j;ns-fs-JOHN;MUST;READ+;BOOK,,,,topic,,,,left;right,right;further left;slightly right,,single;slight rapid head nod,,,,,,,raised,,slightly wide;slightly lowered;blink;lowered lid;blink;lowered lid;slightly squinted,,,tensed left
1379813,33734815,"If you're arriving late, it's fine. I just have to call the restauarnt and postpone the reservation.",ARRIVE;fs-LATE;FINE;IX-1p;MUST;CALL-BY-PHONE;IX-3p:i;RESTAURANT;POSTPONE;APPOINTMENT,negation,,,,,,back;back,slightly left;left,slightly left,forward,,,rapid,,,,,raised;slightly lowered,down/right,blink;slightly lowered;slightly wide;blink;slightly lowered;blink,,,
1379813,33734816,"If all the students pass the test, then there will be no school tomorrow.",#ALL_2;LEARN+AGENT;LEARN+AGENT;PASS;TEST;NONE;SCHOOL;TOMORROW,negation,,,,,,slightly back;front;back,left,slightly right;left,forward,,,slow,,,,,raised,down/right;down/left;left,slightly wide;slightly wide;blink;lowered lid,,,
1379813,33733041,"If the teacher requires John to do it,  John will read the book.",TEACH+AGENT;TEACH+AGENT;REQUIRE;ns-fs-JOHN;IX-3p:i;FUTURE;READ;BOOK+,,,,,,,slightly front,slightly left;slightly right,slightly right;slightly left,forward,rapid,,,,,,,raised,left;left,slightly wide;wide;blink;lowered lid;blink;slightly lowered,,,
1379813,33734322,"No, I don't have a car.",#NO;IX-1p;NOT;HAVE;CAR,negation,,,,,,slightly back,,,slightly back;slightly back,,,slight rapid head shake,,,,,lowered,left,slightly squinted;slightly lowered,wrinkle,lips pursed: mm;bite lower lip;sh,
1379813,33734323,I don't have a car at all.,NONE/NOTHING;CAR;IX-1p;part:indef,negation,,,,,,,,left;slightly left,,,,slight slow head shake,,,,,,,slightly lowered,,lips spread & crnrs down;sh;lips spread & crnrs down,
1379813,33733829,"If there's no snow outside, normally school will be open.",GO-OUT+;NOT;SNOW;SCHOOL;NORMAL;OPEN;STAY+,negation,,,,,,slightly back,,slightly left;slightly left;left;slightly right;slightly left,slightly forward,slight rapid head nod;slight rapid head nod,,slow,,,,,raised;lowered,,wide;slightly lowered;blink;further squinted;slightly squinted,,,
1379813,33735111,I wish there was pineapple cream cheese.,HUNGRY/WISH;HAVE;PINEAPPLE;fs-CREAM;CHEESE,,,,,,,slightly back,,further left;slightly right,,,,,,,,,slightly lowered,,squint;blink;lowered lid;blink,wrinkle left,lips pursed: oo,
1379813,33735112,I really do have pineapple cream cheese.,IX-1p;REALLY;HAVE;PINEAPPLE;fs-CREAM;CHEESE,,,,,,,,,right,back;back,rapid,,,,,,,lowered,,blink;further squinted;blink;squint,,lips spread & crnrs down,
1379813,33733336,The teacher didn't make the reading required so John didn't read.,IX-3p:i;TEACH+AGENT;TEACH+AGENT;NOT;REQUIRE;READ+;DROP;IX-3p:j;ns-fs-JOHN;IX-loc:j;NOT;READ,negation;negation,,,topic,,,slightly back;slightly back,,slightly left;slightly right;slightly left;slightly right;slightly left,slightly back,,,slow;rapid,,,,,raised,left,slightly wide;further lowered;slightly wide;blink;lowered lid;blink;lowered lid;blink;further lowered;blink,,lips pursed: mm;lips spread & crnrs down;intense,
1379813,33733337,"You're wrong, that is not pineapple cream cheese. I prefer lox.",IX-2p;WRONG;IX-3p:i;NOT;PINEAPPLE;fs-CREAM;CHEESE;IX-1p;FAVORITE/PREFER;fs-LOX,negation,,,,,,front;back;slightly front,,slightly left;right,back;forward,,,rapid;single,,,,,lowered,,blink;further squinted;blink;further squinted;blink;squint,,lips pursed: mm,
1379813,33734618,I'm excited for when my friend and I go to the concert.,IX-1p;FRIEND;DEPART;GUITAR;IX-1p;THRILL/WHAT'S-UP,,,,,,,slightly back,slightly right;slightly left,left;slightly left;further right,slightly forward,,,rapid,,,,,slightly raised;raised,,slightly wide;slightly squinted;blink;squint;blink;squint,,,
